"User_ID","Age","Gender","Location","Income","Interests","Last_Login_Days_Ago","Purchase_Frequency","Average_Order_Value","Total_Spending","Product_Category_Preference","Time_Spent_on_Site_Minutes","Pages_Viewed","Newsletter_Subscription","RFM_score","Recency","Frequency","Monetary","customer_segment","macro_segment"
"434","43","Male","Rural","22957","Sports","1","7","428","2996","Home & Kitchen","257","26","False","12","1","7","2996","重要深耕客户","重要客户"
"435","40","Female","Rural","36550","Travel","22","18","101.56","1828","Electronics","189","19","True","9","22","18","1828","潜力客户","潜力客户"
"436","26","Female","Suburban","82720","Sports","29","5","560.2","2801","Home & Kitchen","240","26","True","8","29","5","2801","潜力客户","潜力客户"
"437","29","Male","Suburban","57477","Food","6","1","3499","3499","Home & Kitchen","503","37","True","10","6","1","3499","重要挽留客户","重要客户"
"438","18","Female","Suburban","61182","Fashion","16","10","194.7","1947","Home & Kitchen","271","27","True","9","16","10","1947","潜力客户","潜力客户"
"439","18","Male","Suburban","87341","Food","27","7","451.71","3162","Health & Beauty","520","30","True","8","27","7","3162","潜力客户","潜力客户"
"440","64","Male","Suburban","113112","Technology","20","1","2555","2555","Health & Beauty","550","30","True","6","20","1","2555","一般维持客户","一般客户"
"441","51","Female","Urban","38403","Technology","12","1","9368","9368","Apparel","114","3","False","10","12","1","9368","重要挽留客户","重要客户"
"442","49","Male","Rural","18871","Travel","11","18","94.06","1693","Electronics","339","43","True","11","11","18","1693","重要深耕客户","重要客户"
"443","42","Female","Urban","97319","Food","29","20","14.9","298","Books","568","7","True","7","29","20","298","新客户","一般客户"
"444","57","Female","Suburban","60331","Travel","27","10","224.9","2249","Home & Kitchen","359","49","True","8","27","10","2249","潜力客户","潜力客户"
"445","62","Male","Suburban","49664","Travel","29","15","138.4","2076","Electronics","334","9","True","9","29","15","2076","潜力客户","潜力客户"
"446","18","Male","Suburban","99158","Technology","10","2","2454.5","4909","Electronics","169","41","True","11","10","2","4909","重要深耕客户","重要客户"
"447","33","Male","Urban","34678","Travel","3","11","171.73","1889","Apparel","339","42","True","11","3","11","1889","重要深耕客户","重要客户"
"448","56","Male","Urban","118932","Technology","13","1","2526","2526","Books","261","13","True","8","13","1","2526","潜力客户","潜力客户"
"449","22","Female","Suburban","118237","Fashion","27","9","346.33","3117","Home & Kitchen","199","15","False","9","27","9","3117","潜力客户","潜力客户"
"450","39","Female","Urban","83835","Food","3","6","634.33","3806","Books","211","5","True","13","3","6","3806","重要唤回客户","核心客户"
"451","46","Male","Urban","107367","Travel","15","7","200","1400","Apparel","287","29","False","8","15","7","1400","潜力客户","潜力客户"
"452","20","Female","Suburban","76174","Technology","16","2","1733","3466","Health & Beauty","472","35","False","9","16","2","3466","潜力客户","潜力客户"
"453","29","Female","Urban","29557","Sports","29","12","189.25","2271","Electronics","482","27","False","8","29","12","2271","潜力客户","潜力客户"
"454","43","Female","Rural","8631","Travel","13","16","60.81","973","Home & Kitchen","23","27","True","10","13","16","973","重要挽留客户","重要客户"
"455","33","Female","Rural","12091","Fashion","17","4","55.5","222","Health & Beauty","560","8","True","6","17","4","222","一般维持客户","一般客户"
"456","54","Male","Rural","35887","Fashion","3","4","367.25","1469","Apparel","109","32","True","9","3","4","1469","潜力客户","潜力客户"
"457","39","Male","Rural","14620","Sports","20","8","215.75","1726","Books","296","20","True","7","20","8","1726","新客户","一般客户"
"458","46","Female","Suburban","59495","Technology","11","3","1403","4209","Electronics","6","10","True","11","11","3","4209","重要深耕客户","重要客户"
"459","31","Male","Suburban","101933","Travel","27","10","298.3","2983","Home & Kitchen","550","13","True","9","27","10","2983","潜力客户","潜力客户"
"460","45","Male","Suburban","96646","Technology","21","2","1293","2586","Health & Beauty","203","29","True","6","21","2","2586","一般维持客户","一般客户"
"461","22","Male","Rural","39454","Fashion","19","2","624","1248","Health & Beauty","325","35","True","5","19","2","1248","一般维持客户","一般客户"
"462","64","Female","Rural","35916","Technology","22","3","535.67","1607","Electronics","244","8","True","6","22","3","1607","一般维持客户","一般客户"
"463","47","Female","Urban","29014","Fashion","11","10","90","900","Books","327","29","True","9","11","10","900","潜力客户","潜力客户"
"464","63","Female","Urban","92894","Technology","28","1","6843","6843","Apparel","47","31","False","7","28","1","6843","新客户","一般客户"
"465","22","Male","Rural","256","Sports","16","12","57.42","689","Books","591","41","True","8","16","12","689","潜力客户","潜力客户"
"466","29","Female","Rural","2090","Food","21","2","357.5","715","Books","13","30","True","4","21","2","715","流失客户","流失客户"
"467","33","Female","Rural","31672","Sports","3","5","111","555","Books","380","22","True","9","3","5","555","潜力客户","潜力客户"
"468","43","Male","Rural","12364","Sports","22","3","919.67","2759","Electronics","365","21","False","8","22","3","2759","潜力客户","潜力客户"
"469","43","Female","Urban","10703","Food","6","3","241.67","725","Electronics","342","12","True","8","6","3","725","潜力客户","潜力客户"
"470","38","Female","Rural","15928","Food","14","13","142.38","1851","Apparel","221","11","True","10","14","13","1851","重要挽留客户","重要客户"
"471","56","Male","Urban","145085","Travel","24","13","94.92","1234","Books","73","2","False","8","24","13","1234","潜力客户","潜力客户"
"472","53","Male","Rural","21912","Travel","18","12","82.33","988","Electronics","46","41","True","8","18","12","988","潜力客户","潜力客户"
"473","50","Male","Rural","38975","Sports","17","12","122.83","1474","Apparel","504","2","False","9","17","12","1474","潜力客户","潜力客户"
"474","47","Female","Rural","36525","Sports","4","2","592.5","1185","Apparel","274","34","False","8","4","2","1185","潜力客户","潜力客户"
"475","54","Female","Urban","66553","Fashion","23","8","142.25","1138","Books","555","3","False","7","23","8","1138","新客户","一般客户"
"476","40","Female","Urban","123611","Fashion","15","3","710.33","2131","Home & Kitchen","208","16","False","8","15","3","2131","潜力客户","潜力客户"
"477","27","Male","Suburban","95346","Travel","11","10","285.5","2855","Books","124","4","True","12","11","10","2855","重要深耕客户","重要客户"
"478","22","Male","Rural","11723","Travel","26","3","657.67","1973","Home & Kitchen","10","23","False","5","26","3","1973","一般维持客户","一般客户"
"479","53","Female","Suburban","116755","Fashion","3","6","467.67","2806","Apparel","329","20","False","12","3","6","2806","重要深耕客户","重要客户"
"480","51","Female","Suburban","51567","Fashion","3","8","261.38","2091","Electronics","187","25","True","11","3","8","2091","重要深耕客户","重要客户"
"481","48","Male","Urban","21493","Technology","16","1","6822","6822","Health & Beauty","543","30","True","9","16","1","6822","潜力客户","潜力客户"
"482","27","Male","Urban","134344","Technology","5","3","1370.67","4112","Apparel","60","18","True","12","5","3","4112","重要深耕客户","重要客户"
"483","36","Male","Suburban","92536","Fashion","21","6","285.83","1715","Electronics","442","42","False","7","21","6","1715","新客户","一般客户"
"484","49","Male","Rural","18123","Technology","29","2","209","418","Apparel","217","11","True","3","29","2","418","流失客户","流失客户"
"485","18","Female","Urban","80726","Food","10","5","455.6","2278","Books","2","29","False","10","10","5","2278","重要挽留客户","重要客户"
"486","22","Male","Rural","28117","Travel","19","2","167","334","Home & Kitchen","536","17","False","4","19","2","334","流失客户","流失客户"
"487","62","Female","Rural","13433","Travel","25","13","34.92","454","Apparel","356","26","True","7","25","13","454","新客户","一般客户"
"488","21","Female","Suburban","111907","Fashion","4","8","408.88","3271","Electronics","165","23","True","12","4","8","3271","重要深耕客户","重要客户"
"489","33","Female","Suburban","50977","Sports","29","10","375","3750","Books","91","48","True","10","29","10","3750","重要挽留客户","重要客户"
"490","41","Male","Suburban","79205","Fashion","29","7","403.29","2823","Health & Beauty","167","20","True","8","29","7","2823","潜力客户","潜力客户"
"491","33","Male","Suburban","81101","Technology","19","2","1498.5","2997","Books","207","45","True","8","19","2","2997","潜力客户","潜力客户"
"492","19","Male","Urban","138483","Sports","11","15","54.53","818","Home & Kitchen","282","2","True","10","11","15","818","重要挽留客户","重要客户"
"493","45","Male","Urban","3240","Technology","2","1","1703","1703","Books","65","24","False","8","2","1","1703","潜力客户","潜力客户"
"494","49","Female","Suburban","76749","Food","10","13","282.54","3673","Health & Beauty","516","31","False","14","10","13","3673","重要价值客户","核心客户"
"495","44","Male","Urban","76050","Technology","29","1","9293","9293","Electronics","157","27","True","7","29","1","9293","新客户","一般客户"
"496","37","Male","Suburban","68488","Food","11","19","151.21","2873","Apparel","306","2","False","13","11","19","2873","重要唤回客户","核心客户"
"497","41","Female","Rural","18625","Food","25","7","305.14","2136","Home & Kitchen","395","14","False","7","25","7","2136","新客户","一般客户"
"498","29","Male","Rural","14946","Technology","20","2","1049","2098","Health & Beauty","74","4","False","6","20","2","2098","一般维持客户","一般客户"
"499","52","Female","Rural","18713","Technology","16","1","335","335","Home & Kitchen","187","49","False","5","16","1","335","一般维持客户","一般客户"
"500","50","Female","Suburban","115707","Food","19","9","423","3807","Books","574","13","False","11","19","9","3807","重要深耕客户","重要客户"
"501","50","Female","Rural","33148","Sports","23","6","371.83","2231","Home & Kitchen","337","36","False","8","23","6","2231","潜力客户","潜力客户"
"502","60","Female","Urban","122568","Food","24","4","1245","4980","Health & Beauty","568","35","True","8","24","4","4980","潜力客户","潜力客户"
"503","54","Female","Rural","37937","Travel","11","19","23.32","443","Apparel","240","44","True","10","11","19","443","重要挽留客户","重要客户"
"504","29","Female","Rural","4858","Food","14","19","40.53","770","Apparel","533","8","True","9","14","19","770","潜力客户","潜力客户"
"505","20","Female","Rural","34774","Sports","2","10","275.1","2751","Home & Kitchen","141","2","False","13","2","10","2751","重要唤回客户","核心客户"
"506","18","Female","Urban","123504","Travel","23","18","4.67","84","Electronics","265","6","True","8","23","18","84","潜力客户","潜力客户"
"507","50","Male","Suburban","58974","Fashion","28","7","333.29","2333","Home & Kitchen","139","31","True","7","28","7","2333","新客户","一般客户"
"508","57","Male","Urban","26165","Fashion","5","2","1128.5","2257","Books","459","10","True","9","5","2","2257","潜力客户","潜力客户"
"509","27","Male","Suburban","47422","Sports","27","4","935.25","3741","Apparel","70","44","False","8","27","4","3741","潜力客户","潜力客户"
"510","60","Male","Suburban","115689","Food","5","10","299.6","2996","Apparel","385","21","True","13","5","10","2996","重要唤回客户","核心客户"
"511","61","Female","Rural","26742","Technology","19","2","658.5","1317","Apparel","198","42","False","5","19","2","1317","一般维持客户","一般客户"
"512","46","Male","Suburban","45625","Sports","21","15","259.33","3890","Electronics","205","10","True","12","21","15","3890","重要深耕客户","重要客户"
"513","30","Female","Urban","43550","Travel","12","1","3358","3358","Electronics","568","23","True","9","12","1","3358","潜力客户","潜力客户"
"514","29","Male","Urban","130535","Travel","18","1","1560","1560","Health & Beauty","431","3","True","6","18","1","1560","一般维持客户","一般客户"
"515","48","Male","Suburban","90939","Fashion","4","1","1624","1624","Home & Kitchen","325","32","False","8","4","1","1624","潜力客户","潜力客户"
"516","63","Male","Rural","1027","Travel","22","10","167.7","1677","Home & Kitchen","442","20","False","8","22","10","1677","潜力客户","潜力客户"
"517","19","Female","Rural","20094","Sports","17","12","76.83","922","Books","288","10","False","8","17","12","922","潜力客户","潜力客户"
"518","52","Male","Urban","770","Travel","10","15","143.6","2154","Apparel","226","29","False","12","10","15","2154","重要深耕客户","重要客户"
"519","40","Female","Rural","10835","Sports","20","2","1252.5","2505","Electronics","64","41","False","6","20","2","2505","一般维持客户","一般客户"
"520","34","Female","Suburban","82344","Technology","6","2","1487","2974","Books","560","46","True","11","6","2","2974","重要深耕客户","重要客户"
"521","43","Male","Suburban","54662","Fashion","25","7","420.29","2942","Books","498","34","True","8","25","7","2942","潜力客户","潜力客户"
"522","25","Male","Urban","33444","Travel","14","1","3333","3333","Electronics","60","37","False","8","14","1","3333","潜力客户","潜力客户"
"523","46","Male","Suburban","49807","Sports","11","12","248.08","2977","Home & Kitchen","397","20","False","12","11","12","2977","重要深耕客户","重要客户"
"524","43","Female","Urban","145196","Food","11","8","547.75","4382","Apparel","257","8","True","13","11","8","4382","重要唤回客户","核心客户"
"525","27","Male","Suburban","78512","Fashion","29","1","2579","2579","Home & Kitchen","577","7","False","5","29","1","2579","一般维持客户","一般客户"
"526","43","Female","Urban","102207","Technology","18","1","5770","5770","Books","239","6","True","9","18","1","5770","潜力客户","潜力客户"
"527","51","Female","Rural","17285","Sports","27","3","320","960","Apparel","38","11","False","4","27","3","960","流失客户","流失客户"
"528","58","Male","Suburban","49780","Technology","23","2","2436","4872","Health & Beauty","25","44","True","9","23","2","4872","潜力客户","潜力客户"
"529","24","Male","Suburban","106795","Technology","22","3","1632","4896","Books","410","18","False","9","22","3","4896","潜力客户","潜力客户"
"530","21","Female","Urban","14069","Travel","18","16","40.13","642","Home & Kitchen","461","42","False","9","18","16","642","潜力客户","潜力客户"
"531","62","Female","Urban","33101","Travel","24","6","550","3300","Home & Kitchen","571","29","True","8","24","6","3300","潜力客户","潜力客户"
"532","28","Female","Suburban","82058","Sports","23","7","537.14","3760","Home & Kitchen","417","25","True","10","23","7","3760","重要挽留客户","重要客户"
"533","46","Male","Urban","6525","Food","11","15","138.33","2075","Electronics","357","21","False","12","11","15","2075","重要深耕客户","重要客户"
"534","53","Female","Suburban","92308","Sports","21","3","1044.67","3134","Books","383","46","False","8","21","3","3134","潜力客户","潜力客户"
"535","42","Male","Rural","15784","Food","12","9","20","180","Apparel","158","3","True","9","12","9","180","潜力客户","潜力客户"
"536","38","Female","Urban","49395","Technology","5","2","686.5","1373","Home & Kitchen","569","18","False","8","5","2","1373","潜力客户","潜力客户"
"537","53","Female","Suburban","106556","Fashion","23","9","363.56","3272","Home & Kitchen","433","24","True","10","23","9","3272","重要挽留客户","重要客户"
"538","27","Male","Rural","23791","Sports","9","9","81","729","Electronics","48","47","True","9","9","9","729","潜力客户","潜力客户"
"539","54","Female","Rural","16383","Sports","27","11","260.45","2865","Apparel","328","38","False","9","27","11","2865","潜力客户","潜力客户"
"540","26","Male","Suburban","40167","Food","25","16","173.06","2769","Books","433","10","True","10","25","16","2769","重要挽留客户","重要客户"
"541","41","Male","Urban","49653","Technology","9","1","5597","5597","Health & Beauty","431","27","True","10","9","1","5597","重要挽留客户","重要客户"
"542","52","Female","Suburban","85915","Technology","22","3","1435.33","4306","Electronics","56","12","False","9","22","3","4306","潜力客户","潜力客户"
"543","52","Male","Rural","600","Food","10","13","89.38","1162","Books","577","7","True","11","10","13","1162","重要深耕客户","重要客户"
"544","53","Male","Suburban","60838","Technology","22","1","3748","3748","Health & Beauty","268","17","True","8","22","1","3748","潜力客户","潜力客户"
"545","35","Female","Urban","114496","Travel","19","16","163.88","2622","Home & Kitchen","69","1","True","10","19","16","2622","重要挽留客户","重要客户"
"546","56","Male","Rural","33572","Fashion","1","7","72.86","510","Home & Kitchen","449","26","True","9","1","7","510","潜力客户","潜力客户"
"547","49","Male","Suburban","69908","Sports","7","6","464.33","2786","Apparel","257","15","False","12","7","6","2786","重要深耕客户","重要客户"
"548","41","Male","Urban","142962","Fashion","4","7","35.57","249","Health & Beauty","490","33","True","9","4","7","249","潜力客户","潜力客户"
"549","40","Female","Rural","17429","Sports","1","2","891","1782","Home & Kitchen","49","37","False","8","1","2","1782","潜力客户","潜力客户"
"550","49","Male","Urban","16583","Travel","15","8","454.13","3633","Home & Kitchen","316","47","True","12","15","8","3633","重要深耕客户","重要客户"
"551","54","Female","Rural","32288","Technology","8","1","893","893","Apparel","413","31","False","6","8","1","893","一般维持客户","一般客户"
"552","29","Female","Suburban","105979","Food","12","4","721.5","2886","Books","434","35","True","10","12","4","2886","重要挽留客户","重要客户"
"553","30","Male","Urban","149619","Travel","22","18","60.67","1092","Home & Kitchen","2","1","False","9","22","18","1092","潜力客户","潜力客户"
"554","40","Male","Rural","18705","Fashion","22","1","968","968","Electronics","145","8","True","4","22","1","968","流失客户","流失客户"
"555","42","Male","Urban","110507","Food","18","14","106.14","1486","Electronics","366","12","True","10","18","14","1486","重要挽留客户","重要客户"
"556","52","Female","Urban","149261","Technology","15","3","338","1014","Books","420","19","True","6","15","3","1014","一般维持客户","一般客户"
"557","58","Male","Suburban","85325","Travel","17","8","349","2792","Health & Beauty","573","25","True","10","17","8","2792","重要挽留客户","重要客户"
"558","47","Male","Urban","87682","Food","29","18","127.89","2302","Apparel","561","32","False","9","29","18","2302","潜力客户","潜力客户"
"559","34","Male","Rural","32399","Travel","14","17","10.71","182","Electronics","444","12","False","9","14","17","182","潜力客户","潜力客户"
"560","37","Male","Rural","6327","Travel","14","16","101.56","1625","Electronics","434","13","True","10","14","16","1625","重要挽留客户","重要客户"
"561","42","Male","Rural","38566","Technology","18","2","1352","2704","Books","555","28","False","8","18","2","2704","潜力客户","潜力客户"
"562","39","Female","Rural","12279","Sports","20","1","2271","2271","Health & Beauty","57","1","True","6","20","1","2271","一般维持客户","一般客户"
"563","30","Female","Suburban","60169","Food","18","8","351.63","2813","Health & Beauty","562","6","True","10","18","8","2813","重要挽留客户","重要客户"
"564","36","Male","Urban","94199","Technology","16","1","370","370","Books","178","8","False","5","16","1","370","一般维持客户","一般客户"
"565","53","Male","Suburban","74637","Travel","1","13","161.54","2100","Electronics","293","4","False","13","1","13","2100","重要唤回客户","核心客户"
"566","29","Male","Urban","98205","Technology","23","1","2786","2786","Apparel","46","5","False","7","23","1","2786","新客户","一般客户"
"567","58","Male","Urban","136076","Sports","27","3","1657","4971","Electronics","170","25","True","8","27","3","4971","潜力客户","潜力客户"
"568","36","Female","Urban","100839","Food","11","14","133.14","1864","Health & Beauty","271","22","True","11","11","14","1864","重要深耕客户","重要客户"
"569","29","Male","Suburban","89132","Sports","15","14","213.86","2994","Electronics","417","28","False","12","15","14","2994","重要深耕客户","重要客户"
"570","26","Female","Urban","61043","Fashion","12","2","2068","4136","Apparel","139","39","True","11","12","2","4136","重要深耕客户","重要客户"
"571","24","Female","Suburban","96308","Food","8","12","273.83","3286","Home & Kitchen","247","23","False","12","8","12","3286","重要深耕客户","重要客户"
"572","45","Male","Rural","3607","Sports","22","14","68.93","965","Electronics","148","4","False","8","22","14","965","潜力客户","潜力客户"
"573","31","Female","Rural","6857","Travel","20","10","199.5","1995","Books","230","4","False","8","20","10","1995","潜力客户","潜力客户"
"574","48","Female","Urban","124432","Food","6","8","394.63","3157","Home & Kitchen","374","47","False","12","6","8","3157","重要深耕客户","重要客户"
"575","36","Female","Suburban","102968","Food","3","4","630.75","2523","Books","80","21","False","10","3","4","2523","重要挽留客户","重要客户"
"576","64","Female","Rural","1669","Technology","28","3","463.33","1390","Books","65","37","False","5","28","3","1390","一般维持客户","一般客户"
"577","33","Male","Suburban","64832","Travel","24","2","1487.5","2975","Books","88","41","True","7","24","2","2975","新客户","一般客户"
"578","22","Male","Suburban","82541","Fashion","26","9","266","2394","Electronics","88","2","True","8","26","9","2394","潜力客户","潜力客户"
"579","52","Female","Urban","64178","Sports","13","1","4302","4302","Health & Beauty","204","7","False","10","13","1","4302","重要挽留客户","重要客户"
"580","29","Male","Rural","14680","Technology","13","1","1476","1476","Home & Kitchen","382","49","False","7","13","1","1476","新客户","一般客户"
"581","42","Male","Urban","40684","Sports","2","10","409.4","4094","Apparel","476","16","False","14","2","10","4094","重要价值客户","核心客户"
"582","38","Male","Urban","113224","Fashion","5","2","649","1298","Health & Beauty","573","17","True","8","5","2","1298","潜力客户","潜力客户"
"583","53","Male","Rural","12759","Fashion","17","1","360","360","Electronics","539","20","False","5","17","1","360","一般维持客户","一般客户"
"584","40","Male","Rural","33958","Food","6","19","45.58","866","Books","214","23","False","11","6","19","866","重要深耕客户","重要客户"
"585","33","Female","Suburban","73079","Fashion","2","10","184.3","1843","Apparel","74","34","False","11","2","10","1843","重要深耕客户","重要客户"
"586","56","Male","Rural","24813","Sports","4","8","265.13","2121","Home & Kitchen","61","11","True","11","4","8","2121","重要深耕客户","重要客户"
"587","62","Male","Suburban","91380","Travel","22","18","112.78","2030","Health & Beauty","543","34","False","10","22","18","2030","重要挽留客户","重要客户"
"588","59","Male","Suburban","48527","Travel","26","9","329","2961","Health & Beauty","219","33","True","9","26","9","2961","潜力客户","潜力客户"
"589","56","Male","Suburban","96990","Food","11","15","256.67","3850","Apparel","12","26","True","14","11","15","3850","重要价值客户","核心客户"
"590","31","Female","Rural","14842","Sports","8","15","27.07","406","Electronics","415","2","False","10","8","15","406","重要挽留客户","重要客户"
"591","48","Female","Urban","50420","Sports","12","2","1845.5","3691","Home & Kitchen","32","23","True","11","12","2","3691","重要深耕客户","重要客户"
"592","22","Female","Suburban","105931","Fashion","8","4","651.5","2606","Apparel","160","41","True","9","8","4","2606","潜力客户","潜力客户"
"593","52","Female","Urban","5349","Sports","11","12","154.58","1855","Books","237","22","True","10","11","12","1855","重要挽留客户","重要客户"
"594","40","Male","Urban","8972","Technology","22","2","3133.5","6267","Home & Kitchen","181","34","False","9","22","2","6267","潜力客户","潜力客户"
"595","46","Female","Rural","6210","Fashion","20","10","2","20","Health & Beauty","558","15","True","7","20","10","20","新客户","一般客户"
"596","60","Male","Urban","61240","Technology","8","2","1153.5","2307","Apparel","341","10","False","8","8","2","2307","潜力客户","潜力客户"
"597","28","Male","Urban","25269","Food","29","4","788.5","3154","Health & Beauty","458","15","False","7","29","4","3154","新客户","一般客户"
"598","35","Male","Rural","31231","Travel","8","6","279.33","1676","Health & Beauty","80","42","False","9","8","6","1676","潜力客户","潜力客户"
"599","64","Male","Suburban","74126","Food","26","15","225.07","3376","Health & Beauty","473","29","True","10","26","15","3376","重要挽留客户","重要客户"
"600","29","Male","Urban","20583","Travel","17","9","188","1692","Electronics","112","23","False","9","17","9","1692","潜力客户","潜力客户"
"601","26","Female","Rural","20015","Food","20","3","796","2388","Health & Beauty","292","17","True","7","20","3","2388","新客户","一般客户"
"602","27","Female","Urban","5663","Sports","20","9","141.11","1270","Books","383","9","True","8","20","9","1270","潜力客户","潜力客户"
"603","61","Female","Urban","112637","Technology","23","3","2188","6564","Books","17","36","True","9","23","3","6564","潜力客户","潜力客户"
"604","34","Female","Suburban","84481","Travel","16","15","185.53","2783","Home & Kitchen","493","9","True","12","16","15","2783","重要深耕客户","重要客户"
"605","55","Male","Urban","33428","Fashion","14","8","486.88","3895","Health & Beauty","331","16","False","12","14","8","3895","重要深耕客户","重要客户"
"606","24","Female","Rural","3199","Technology","11","2","291.5","583","Health & Beauty","486","36","False","6","11","2","583","一般维持客户","一般客户"
"607","63","Male","Urban","1613","Fashion","7","2","155.5","311","Apparel","406","48","True","7","7","2","311","新客户","一般客户"
"608","30","Female","Suburban","78374","Technology","16","3","1309.33","3928","Electronics","117","33","False","10","16","3","3928","重要挽留客户","重要客户"
"609","57","Male","Suburban","92060","Technology","13","3","1072.67","3218","Home & Kitchen","555","31","False","9","13","3","3218","潜力客户","潜力客户"
"610","59","Male","Rural","23205","Food","27","11","160.55","1766","Health & Beauty","115","6","False","7","27","11","1766","新客户","一般客户"
"611","26","Female","Suburban","46318","Travel","15","3","699","2097","Apparel","549","10","True","8","15","3","2097","潜力客户","潜力客户"
"612","44","Male","Urban","86646","Travel","24","2","985.5","1971","Electronics","547","16","False","4","24","2","1971","流失客户","流失客户"
"613","19","Male","Suburban","108822","Technology","16","1","2794","2794","Home & Kitchen","336","4","True","8","16","1","2794","潜力客户","潜力客户"
"614","22","Female","Rural","2371","Sports","27","11","50.18","552","Home & Kitchen","336","22","False","6","27","11","552","一般维持客户","一般客户"
"615","46","Male","Suburban","111630","Sports","21","5","549.6","2748","Health & Beauty","147","13","True","9","21","5","2748","潜力客户","潜力客户"
"616","54","Female","Suburban","54570","Fashion","23","8","316.75","2534","Home & Kitchen","122","16","True","8","23","8","2534","潜力客户","潜力客户"
"617","55","Female","Suburban","58284","Fashion","24","6","536.33","3218","Apparel","81","29","True","8","24","6","3218","潜力客户","潜力客户"
"618","36","Female","Rural","18563","Food","9","7","270.43","1893","Home & Kitchen","375","6","False","9","9","7","1893","潜力客户","潜力客户"
"619","25","Male","Suburban","113714","Technology","3","3","1489","4467","Books","570","26","True","12","3","3","4467","重要深耕客户","重要客户"
"620","62","Male","Suburban","57327","Fashion","19","6","343","2058","Apparel","63","11","False","8","19","6","2058","潜力客户","潜力客户"
"621","18","Male","Urban","52946","Fashion","20","9","5.44","49","Electronics","504","24","True","7","20","9","49","新客户","一般客户"
"622","39","Female","Rural","33896","Technology","5","3","494","1482","Electronics","449","29","False","9","5","3","1482","潜力客户","潜力客户"
"623","34","Male","Suburban","97041","Food","10","8","344.25","2754","Health & Beauty","428","3","True","11","10","8","2754","重要深耕客户","重要客户"
"624","24","Female","Rural","22806","Fashion","17","6","144.83","869","Health & Beauty","427","10","False","7","17","6","869","新客户","一般客户"
"625","42","Female","Suburban","103603","Food","15","18","202.28","3641","Books","421","1","True","13","15","18","3641","重要唤回客户","核心客户"
"626","62","Male","Suburban","106702","Travel","23","20","137.6","2752","Electronics","322","43","True","11","23","20","2752","重要深耕客户","重要客户"
"627","21","Female","Suburban","111572","Food","25","3","1046","3138","Electronics","166","26","True","7","25","3","3138","新客户","一般客户"
"628","53","Male","Urban","17660","Sports","8","4","44","176","Electronics","597","12","False","7","8","4","176","新客户","一般客户"
"629","23","Male","Urban","93935","Sports","15","9","430.33","3873","Electronics","461","14","True","12","15","9","3873","重要深耕客户","重要客户"
"630","48","Male","Urban","59761","Food","21","1","3479","3479","Home & Kitchen","459","25","True","7","21","1","3479","新客户","一般客户"
"631","36","Male","Rural","12409","Sports","14","11","251.82","2770","Apparel","189","8","True","11","14","11","2770","重要深耕客户","重要客户"
"632","61","Male","Rural","32139","Travel","20","14","62","868","Apparel","464","43","True","8","20","14","868","潜力客户","潜力客户"
"633","56","Female","Urban","133297","Technology","28","2","2762.5","5525","Books","379","4","False","8","28","2","5525","潜力客户","潜力客户"
"634","44","Female","Rural","30061","Sports","7","14","113.43","1588","Home & Kitchen","2","28","True","12","7","14","1588","重要深耕客户","重要客户"
"635","27","Female","Suburban","100985","Sports","21","1","2826","2826","Electronics","364","7","True","7","21","1","2826","新客户","一般客户"
"636","43","Male","Suburban","103207","Food","23","13","212.54","2763","Electronics","72","10","False","11","23","13","2763","重要深耕客户","重要客户"
"637","36","Male","Suburban","117799","Travel","12","14","157.93","2211","Health & Beauty","427","36","False","12","12","14","2211","重要深耕客户","重要客户"
"638","56","Male","Urban","89268","Technology","17","1","10101","10101","Health & Beauty","170","2","False","9","17","1","10101","潜力客户","潜力客户"
"639","20","Female","Rural","20513","Food","17","12","90.5","1086","Books","205","26","True","9","17","12","1086","潜力客户","潜力客户"
"640","62","Male","Urban","39739","Food","10","16","76.19","1219","Electronics","337","14","False","11","10","16","1219","重要深耕客户","重要客户"
"641","30","Female","Rural","39544","Travel","29","18","89.17","1605","Books","472","16","False","8","29","18","1605","潜力客户","潜力客户"
"642","45","Female","Suburban","114474","Technology","19","3","1399.67","4199","Home & Kitchen","195","43","False","9","19","3","4199","潜力客户","潜力客户"
"643","37","Male","Urban","22705","Travel","14","13","1.38","18","Apparel","275","42","True","9","14","13","18","潜力客户","潜力客户"
"644","45","Male","Rural","19759","Technology","11","1","2529","2529","Electronics","7","17","True","8","11","1","2529","潜力客户","潜力客户"
"645","25","Female","Rural","33389","Travel","2","18","95.33","1716","Home & Kitchen","566","46","True","12","2","18","1716","重要深耕客户","重要客户"
"646","58","Male","Suburban","61026","Food","18","5","609.8","3049","Electronics","573","22","False","10","18","5","3049","重要挽留客户","重要客户"
"647","56","Female","Urban","107563","Food","7","7","413.29","2893","Health & Beauty","599","4","True","12","7","7","2893","重要深耕客户","重要客户"
"648","18","Male","Urban","133136","Fashion","12","4","107.5","430","Books","178","19","False","7","12","4","430","新客户","一般客户"
"649","20","Male","Urban","137707","Sports","26","8","575.88","4607","Health & Beauty","242","2","False","10","26","8","4607","重要挽留客户","重要客户"
"650","30","Female","Suburban","86910","Travel","2","16","164.44","2631","Apparel","203","39","False","13","2","16","2631","重要唤回客户","核心客户"
"651","45","Male","Urban","144232","Fashion","27","8","653.38","5227","Health & Beauty","543","9","True","10","27","8","5227","重要挽留客户","重要客户"
